Sales Record Number,Buyer Username,Buyer Country,Ship To City,Ship To State,Item Number,Item Title,SKU,Sold Via Promoted Listings,Quantity,Sold For,Item Location,Total Price,Sale Date,Minimum Estimated Delivery Date,Maximum Estimated Delivery Date,Shipped On Date,Feedback Received,Shipping Service,Cancel_Order
15930,wad_47,United States,middleburg,FL,134689331264,"Volcano Juice Lemon Org, 1 Liter 33.8 Ounce (Pack of 6)",810533009933-C-P-L1-29.40,No,1.0,50.99,"Arlington Heights, Illinois",54.81,2024-01-15,2024-01-22,2024-01-22,2024-01-16,positive,USPS Ground Advantage,No
15929,brccench-0,United States,miami,FL,134527365282,Tramontina Double Wall Stainless Steel Mixing Bowls (3-Pack),016017138957-CB-P-L1-19.99,No,1.0,40.99,"Arlington Heights, Illinois",43.86,2024-01-15,2024-01-22,2024-01-22,2024-01-16,No Feedback,USPS Ground Advantage,No
15928,peppercornblue,United States,Gainesville,MO,134048296588,"Kirkland Signature Compactor Bags, 18 Gallon, Smart Fit  2 Pack (70 Count)",096619503292-CB-P-L1-29.98,No,1.0,49.99,"Arlington Heights, Illinois",52.1,2024-01-15,2024-01-20,2024-01-20,2024-01-15,positive,USPS Ground Advantage,No
15927,gonebealright,United States,Cherryville,NC,134689331264,"Volcano Juice Lemon Org, 1 Liter 33.8 Ounce (Pack of 6)",810533009933-C-P-L1-29.40,No,1.0,50.99,"Arlington Heights, Illinois",54.56,2024-01-15,2024-01-22,2024-01-22,2024-01-15,No Feedback,USPS Ground Advantage,No
15926,retiredmp07,United States,CASA GRANDE,AZ,133390848400,"Nanak Pure Desi Ghee, Clarified Butter, 56-Ounce Jar",797677300303-C-P-L1-21.59,No,1.0,39.99,"Arlington Heights, Illinois",43.47,2024-01-14,2024-01-22,2024-01-22,2024-01-15,positive,USPS Priority Mail Flat Rate Envelope,No
15925,ms.essex,United States,RIVERSIDE,CA,133322980552,"Amki Original Sesame Snaps,36 Ct.",872590000193-CB-F-L1-9.79,No,1.0,26.95,"Arlington Heights, Illinois",26.95,2024-01-14,2024-01-22,2024-01-22,2024-01-15,No Feedback,USPS Priority Mail Flat Rate Envelope,No
15924,nhf9r_51,United States,Brookings,OR,134739251201,Conair Tabletop Mount Reflections LED Lighted Magnifying Mirror (BE21GD),074108479747-C-P-L2-29.99,No,1.0,64.99,"Arlington Heights, Illinois",64.99,2024-01-14,2024-01-21,2024-01-21,2024-01-15,No Feedback,USPS Priority Mail Flat Rate Envelope,No
15923,clintkolodziej,United States,Rockford,IL,133861563098,"Rips Assorted Licorice Pieces, 4 Ounce Bags [Pack of 12]",048014379279-CB-P-L1-10.99-E,No,1.0,27.55,"Arlington Heights, Illinois",29.27,2024-01-13,2024-01-19,2024-01-19,2024-01-15,positive,USPS Ground Advantage,No
15922,sweetcircu395,United States,Leesville,SC,134495677423,Libman 2125 Step-On Dust Pan with Molded Cleaning Teeth,071736021256-MD-F-L1-8.39,No,1.0,25.99,"Arlington Heights, Illinois",28.07,2024-01-13,2024-01-22,2024-01-26,2024-01-15,No Feedback,USPS Ground Advantage,No
15921,timpo-9234,United States,Bellingham,WA,134235280180,Tommy Bahama Backpack Beach Chair 2 Pack (Tropical Sunset),5456887654333-C-P-L1-79.98,No,1.0,107.99,"Arlington Heights, Illinois",117.49,2024-01-13,2024-01-22,2024-01-26,2024-01-16,No Feedback,USPS Ground Advantage,No
15920,jsta53,United States,Phoenix,AZ,133443912503,Kirkland Signature Premium Dog Biscuits Chicken Meal & Rice Formula 15 LB,096619110438-C-P-L1-17.69,No,1.0,38.75,"Arlington Heights, Illinois",42.08,2024-01-13,2024-01-24,2024-01-24,2024-01-15,positive,USPS Priority Mail Flat Rate Envelope,No
15919,rcmotorbob,United States,FRANKFORT,IL,133900092939,"Farmland Traditions Dogs Love Chicken Premium Jerky Treats for Dogs, 3 lb. Bag",884713001314-C-P-L2-20.99,No,4.0,38.99,"Arlington Heights, Illinois",168.44,2024-01-12,2024-01-19,2024-01-19,2024-01-16,No Feedback,USPS Ground Advantage,No
15918,caro_32732,United States,Belden,MS,134519914091,10 PACK - COLEMAN PROPANE 16.4OZ,014045324236-S-P-L2-50.00,No,1.0,75.99,"Arlington Heights, Illinois",0.0,2024-01-12,2024-01-23,2024-01-23,2024-01-15,No Feedback,USPS Ground Advantage,Yes
15917,mai-6667,United States,new vienna,IA,134735906357,Ritz Handi Snacks Crackers 'n Cheese Dip - 30 SNACK PACKS of 0.95 oz,044000038113-CB-F-L2-12.99,No,3.0,28.16,"Arlington Heights, Illinois",84.48,2024-01-11,2024-01-19,2024-01-19,2024-01-12,No Feedback,USPS Ground Advantage,No
15916,marka8,United States,Alamo,CA,134689331264,"Volcano Juice Lemon Org, 1 Liter 33.8 Ounce (Pack of 6)",810533009933-C-P-L1-29.40,No,1.0,50.99,"Arlington Heights, Illinois",27.73,2024-01-11,2024-01-17,2024-01-17,2024-01-12,No Feedback,USPS Ground Advantage,No
15915,2010ravens06,United States,Glen Burnie,MD,134735906357,Ritz Handi Snacks Crackers 'n Cheese Dip - 30 SNACK PACKS of 0.95 oz,044000038113-CB-F-L2-12.99,No,1.0,28.16,"Arlington Heights, Illinois",28.16,2024-01-10,2024-01-20,2024-01-20,2024-01-12,No Feedback,USPS Ground Advantage,No
15914,oldcombatwings,United States,Hudson Falls,NY,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,1.0,50.99,"Arlington Heights, Illinois",54.56,2024-01-10,2024-01-19,2024-01-19,2024-01-12,No Feedback,USPS Ground Advantage,No
15913,a-5338,Japan,Glendale Heights,IL,133776043246, Lunchables Lunch Combinations Turkey & American Cracker St,044700075456-C-P-L1-8.84,No,1.0,22.99,"Arlington Heights, Illinois",22.99,2024-01-10,2024-01-28,2024-02-05,2024-01-10,positive,USPS Ground Advantage,No
15912,jusspi-21,United States,Marysville,CA,134670039549,"Clabber Girl, Corn Starch, 3.5lb - PACK OF 2",019900619977-CB-F-L1-10.98,No,3.0,26.99,"Arlington Heights, Illinois",87.65,2024-01-09,2024-01-16,2024-01-16,2024-01-10,No Feedback,USPS Ground Advantage,No
15911,ashi9615,United States,Canby,OR,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-S-P-L2-60.00,No,1.0,85.99,"Arlington Heights, Illinois",0.0,2024-01-09,2024-01-16,2024-01-20,2024-01-10,No Feedback,USPS Ground Advantage,Yes
15910,pagodon,United States,Springfield,MO,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,1.0,50.99,"Arlington Heights, Illinois",53.14,2024-01-09,2024-01-16,2024-01-16,2024-01-10,positive,USPS Ground Advantage,No
15909,keitpovlse_0,United States,Oak Park,IL,134100532382,One Degree Gluten Free Sprouted Rolled Oats 5 lbs.,675625371189-C-P1-9.99,No,1.0,25.99,"Arlington Heights, Illinois",26.57,2024-01-09,2024-01-16,2024-01-16,2024-01-10,No Feedback,USPS Ground Advantage,No
15908,edgarbb91,United States,El Paso,TX,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,1.0,50.99,"Arlington Heights, Illinois",54.69,2024-01-09,2024-01-16,2024-01-16,2024-01-10,positive,USPS Ground Advantage,No
15907,lkra3962,United States,Naperville,IL,134124558218,Kirkland Signature Super Premium Maintenance Cat Food,096619522965-C-P-L1-23.99,No,1.0,47.99,"Arlington Heights, Illinois",51.71,2024-01-09,2024-01-22,2024-01-22,2024-01-10,positive,USPS Ground Advantage,No
15906,bulldog_pride,United States,Newtown Square,PA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,1.0,50.99,"Arlington Heights, Illinois",54.05,2024-01-08,2024-01-18,2024-01-18,2024-01-09,No Feedback,USPS Ground Advantage,No
15905,bunn-236,United States,Ocala,FL,133591059584,"Kirkland Signature Extra-Large Absorbent Pads, 200 Large Pads, 30x23",096619966692-C-P-L1-35.98,No,1.0,59.95,"Arlington Heights, Illinois",64.15,2024-01-08,2024-01-12,2024-01-12,2024-01-08,No Feedback,USPS Ground Advantage,No
15904,mavericki8r8nob,United States,Rossford,OH,133591059584,"Kirkland Signature Extra-Large Absorbent Pads, 200 Large Pads, 30x23",096619966692-C-P-L1-35.98,No,1.0,59.95,"Arlington Heights, Illinois",64.3,2024-01-07,2024-01-10,2024-01-10,2024-01-08,No Feedback,USPS Ground Advantage,No
15903,dr.-don,United States,Tyler,TX,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-S-P-L2-60.00,No,1.0,85.99,"Arlington Heights, Illinois",93.08,2024-01-07,2024-01-13,2024-01-13,2024-01-08,positive,USPS Ground Advantage,No
15902,butch724,United States,Jacksonville,AR,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-S-P-L2-60.00,No,1.0,85.99,"Arlington Heights, Illinois",94.16,2024-01-07,2024-01-13,2024-01-13,2024-01-08,No Feedback,USPS Ground Advantage,No
15901,barbryan1965-3,United States,Monterey,TN,133851096511,"Coca-Cola Soda Soft Drink, 12 fl oz, 35 Pack",049000058468-C-P-L2-10.49,No,1.0,29.95,"Arlington Heights, Illinois",32.87,2024-01-06,2024-01-13,2024-01-19,2024-01-08,No Feedback,USPS Ground Advantage,No
15900,jfifij-fp8h7h9xmr,United States,DuBois,PA,133847310446,"Kirkland Daily Facial Towelettes, 180 CT ",096619070978-C-P-L1-12.99,No,1.0,29.75,"Arlington Heights, Illinois",31.54,2024-01-06,2024-01-17,2024-01-17,2024-01-08,No Feedback,USPS Ground Advantage,No
15899,capar_4388,United States,Reston,VA,134739251201,Conair Tabletop Mount Reflections LED Lighted Magnifying Mirror (BE21GD),074108479747-C-P-L2-29.99,No,1.0,64.99,"Arlington Heights, Illinois",55.12,2024-01-06,2024-01-11,2024-01-11,2024-01-08,negative,USPS Priority Mail Flat Rate Envelope,No
15898,2012sxi,United States,Wappingers Falls,NY,133545957886,Natural Duraflame Fire Logs 6 Lb - Case of 9,041137009078-C-P-L1-32.99,No,1.0,65.99,"Arlington Heights, Illinois",71.35,2024-01-06,2024-01-18,2024-01-18,2024-01-08,No Feedback,USPS Ground Advantage,No
15897,ron-77806,United States,Flagstaff,AZ,134041703180,Signature  Colombian Coffee Supremo Bean Dark Roast-Fine 3 Pound (Pack of 6),096619177677-C-P-L1-95.94,No,3.0,127.99,"Elk Grove Village, Illinois",383.97,2024-01-05,2024-01-17,2024-01-17,2024-01-09,No Feedback,USPS Priority Mail,No
15896,ugber-0,United States,San Antonio,TX,134047804145,Bioblas Hair Loss Garlic Shampoo for Men and Women ...[1],8680512628590,No,1.0,11.85,"Schaumburg, Illinois",12.83,2024-01-05,2024-01-08,2024-01-08,2024-01-05,No Feedback,USPS Priority Mail,No
15895,sandledbette8,United States,NASHOBA,OK,133570979242,Coleman Propane Cylinder  16 oz (4-Pack),014045324236-S-P-L2-20.00,No,1.0,38.19,"Arlington Heights, Illinois",40.67,2024-01-05,2024-01-08,2024-01-08,2024-01-05,No Feedback,USPS Ground Advantage,No
15894,collectorchas,United States,Raynham,MA,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-S-P-L2-60.00,No,1.0,85.99,"Arlington Heights, Illinois",91.36,2024-01-04,2024-01-10,2024-01-10,2024-01-05,positive,USPS Ground Advantage,No
15893,netobeats,United States,galveston,TX,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,1.0,50.99,"Arlington Heights, Illinois",55.2,2024-01-04,2024-01-12,2024-01-12,2024-01-05,positive,USPS Ground Advantage,No
15892,timacarter,United States,downey,CA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,1.0,50.99,"Arlington Heights, Illinois",56.09,2024-01-04,2024-01-10,2024-01-10,2024-01-04,No Feedback,USPS Ground Advantage,No
15891,peggomyheart,United States,Vancouver,WA,133900092939,"Farmland Traditions Dogs Love Chicken Premium Jerky Treats for Dogs, 3 lb. Bag",884713001314-C-P-L2-20.99,No,1.0,38.99,"Arlington Heights, Illinois",42.38,2024-01-03,2024-01-08,2024-01-08,2024-01-04,No Feedback,USPS Ground Advantage,No
15890,wood-25,United States,LITITZ,PA,133267091130,"3 PACK Tassos All Natural Double Stuffed Jalapeno, Garlic Super Olive (35.27 oz",652878008635-C-P-L3-20.37,No,1.0,37.95,"Arlington Heights, Illinois",37.95,2024-01-03,2024-01-08,2024-01-08,2024-01-04,No Feedback,USPS Priority Mail,No
15889,judmel92,United States,Downey,CA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,1.0,50.99,"Arlington Heights, Illinois",56.09,2024-01-02,2024-01-09,2024-01-09,2024-01-04,positive,USPS Ground Advantage,No
15888,shsto_6160,United States,Springville,TN,133900092939,"Farmland Traditions Dogs Love Chicken Premium Jerky Treats for Dogs, 3 lb. Bag",884713001314-C-P-L2-20.99,No,1.0,38.99,"Arlington Heights, Illinois",42.79,2024-01-01,2024-01-09,2024-01-09,2024-01-02,positive,USPS Ground Advantage,No
15887,geedeeace,United States,Pahrump,NV,133900092939,"Farmland Traditions Dogs Love Chicken Premium Jerky Treats for Dogs, 3 lb. Bag",884713001314-C-P-L2-20.99,No,2.0,38.99,"Arlington Heights, Illinois",83.91,2024-01-01,2024-01-08,2024-01-08,2024-01-02,No Feedback,USPS Ground Advantage,No
15886,drwhoxxx,United States,Carlsbad,NM,134205474563,"Kirkland Signature Premium Big Roll Paper Towels 12-roll, 160 Sheets Per Roll",196633948434-C-P-L1-19.99,No,1.0,38.99,"Arlington Heights, Illinois",41.87,2024-01-01,2024-01-09,2024-01-09,2024-01-02,positive,USPS Ground Advantage,No
15885,hobby229,United States,Rumford,RI,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[1]",686754385886-TR-F-L1-10.99,No,1.0,25.0,"Elk Grove Village, Illinois",25.0,2024-01-01,2024-01-16,2024-01-16,2024-01-02,positive,USPS Ground Advantage,No
15884,bunn-267,United States,Ocala,FL,133591059584,"Kirkland Signature Extra-Large Absorbent Pads, 200 Large Pads, 30x23",096619966692-C-P-L1-35.98,No,1.0,59.95,"Arlington Heights, Illinois",64.15,2024-01-01,2024-01-08,2024-01-08,2024-01-02,No Feedback,USPS Ground Advantage,No
15883,david_mifsud,United States,Grass Lake,MI,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-S-P-L2-60.00,No,1.0,85.99,"Arlington Heights, Illinois",91.15,2023-12-31,2024-01-04,2024-01-04,2024-01-02,No Feedback,USPS Ground Advantage,No
15882,resellscott,United States,Pell City,AL,133703549104,STERNO Green Ethanol Gel Chafing Fuel 2 Hr Canned Heat 6.8 OZ cans -case of 24,076642203604-CB-P-L1-22.99,No,1.0,41.49,"Arlington Heights, Illinois",44.81,2023-12-31,2024-01-09,2024-01-09,2024-01-02,positive,USPS Ground Advantage,No
15881,brbol-8505,United States,FORSYTH,GA,134527355474,"Morton Table Salt, Non Iodized Salt, 25 Pound",024600011020-CB-P-L2-6.49,No,1.0,37.99,"Arlington Heights, Illinois",39.51,2023-12-31,2024-01-06,2024-01-06,2024-01-02,No Feedback,USPS Ground Advantage,No
15880,bobbiebingo2012,United States,East Troy,WI,133255797909,"Tassos Double Stuffed Jalapeno and Garlic Olives, 1 Liter (pack of 6",652878008635-C-P-L6-40.74,No,1.0,61.99,"Arlington Heights, Illinois",61.99,2023-12-30,2024-01-08,2024-01-08,2024-01-02,No Feedback,USPS Priority Mail Flat Rate Envelope,No
15879,ericaleahnorton,United States,Bristol,FL,134528920141,Member's Mark Thai Jasmine Rice (50 lb.),078742292984-S-P-L1-35.96,No,1.0,60.99,"Arlington Heights, Illinois",60.99,2023-12-29,2024-01-06,2024-01-06,2024-01-02,No Feedback,USPS Ground Advantage,No
15878,vnb1214-4,United States,Doyle,TN,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,2.0,50.99,"Arlington Heights, Illinois",111.41,2023-12-29,2024-01-11,2024-01-11,2024-01-02,No Feedback,USPS Ground Advantage,No
15877,hro448,United States,Naples,FL,133670458050,4 Pack Of Tassos All Natural Double Stuffed Jalapeno And Garlic Super Mammoth Ol,CE-1765-27.16,No,2.0,47.9,"Arlington Heights, Illinois",95.8,2023-12-29,2024-01-11,2024-01-11,2024-01-02,No Feedback,USPS Ground Advantage,No
15876,anyproductusa,United States,Long Beach,CA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,1.0,50.99,"Arlington Heights, Illinois",56.22,2023-12-29,2024-01-12,2024-01-12,2024-01-02,positive,USPS Ground Advantage,No
15875,susan2012-47,United States,Van Horn,TX,134047446093,"Dixie Ultra 10 1/16"" Dinner Plates, White, 186 Count",078731968166-CB-P-L1-20.99,No,1.0,38.99,"Elk Grove Village, Illinois",42.11,2023-12-29,2024-01-05,2024-01-10,2023-12-29,positive,USPS Priority Mail,No
15874,kathgiggles,United States,Flat Rock,AL,133431955211,"2 PACK Brookside Dark Chocolate Pomegranate and Fruit Flavors Candy, 32 oz Bag",068437389204-S-P-L2-23.76,No,1.0,39.99,"Arlington Heights, Illinois",43.19,2023-12-29,2024-01-08,2024-01-08,2023-12-29,No Feedback,USPS Ground Advantage,No
15873,lwo3155,United States,Amarillo,TX,133900092939,"Farmland Traditions Dogs Love Chicken Premium Jerky Treats for Dogs, 3 lb. Bag",884713001314-C-P-L2-20.99,No,1.0,38.99,"Arlington Heights, Illinois",42.21,2023-12-29,2024-01-08,2024-01-08,2023-12-29,positive,USPS Ground Advantage,No
15872,taarentz2009,United States,Rockland,WI,134527355474,"Morton Table Salt, Non Iodized Salt, 25 Pound",024600011020-CB-P-L2-6.49,No,2.0,37.99,"Arlington Heights, Illinois",75.98,2023-12-28,2024-01-04,2024-01-09,2023-12-29,No Feedback,USPS Ground Advantage,No
15871,dodesill25,United States,Kingwood,TX,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[2]",686754385886-TR-F-L1-10.99,No,1.0,30.0,"Elk Grove Village, Illinois",0.0,2023-12-27,2024-01-11,2024-01-11,2023-12-28,positive,USPS Ground Advantage,Yes
15870,maryellensattic,United States,Shirley,AR,133830204479,"Kirkland Signature Jasmine Rice, 50 Pound",096619698332-C-P-L1-34.98,No,1.0,60.0,"Arlington Heights, Illinois",60.98,2023-12-27,2024-01-04,2024-01-04,2023-12-28,positive,USPS Ground Advantage,No
15869,rlettmanrodney,United States,Two Rivers,WI,134528920141,Member's Mark Thai Jasmine Rice (50 lb.),078742292984-S-P-L1-35.96,No,1.0,60.99,"Arlington Heights, Illinois",60.99,2023-12-27,2024-01-02,2024-01-02,2023-12-27,positive,USPS Ground Advantage,No
15868,bwulf,United States,Eureka,CA,134689331264,"Volcano Juice Lemon Org, 1 Liter 33.8 Ounce (Pack of 6)",810533009933-C-P-L1-29.40,No,1.0,50.99,"Arlington Heights, Illinois",55.71,2023-12-26,2024-01-02,2024-01-02,2023-12-27,positive,USPS Ground Advantage,No
15867,jamesau89,United States,Brandon,FL,133446660373,Famous Dave's Signature Spicy Pickles 24oz  (Pack of 3,780993787798-W-P-L1-12.00,No,1.0,27.95,"Arlington Heights, Illinois",27.95,2023-12-25,2024-01-03,2024-01-03,2023-12-26,positive,USPS Priority Mail Flat Rate Envelope,No
15866,marshaldric0,United States,Ruther Glen,VA,133255797909,"Tassos Double Stuffed Jalapeno and Garlic Olives, 1 Liter (pack of 6",652878008635-C-P-L6-40.74,No,1.0,61.99,"Arlington Heights, Illinois",62.61,2023-12-24,2024-01-02,2024-01-02,2023-12-26,positive,USPS Priority Mail Flat Rate Envelope,No
15865,chocla-51,United States,Carson,WA,134735912304,Original Two-bite Brownies - 3 lbs (1.36 kg),770981095158-S-S-L1-9.92,No,1.0,24.55,"Arlington Heights, Illinois",24.55,2023-12-23,2023-12-30,2023-12-30,2023-12-26,No Feedback,USPS Ground Advantage,No
15864,bab1232,United States,Lake Lillian,MN,134689331264,"Volcano Juice Lemon Org, 1 Liter 33.8 Ounce (Pack of 6)",810533009933-C-P-L1-29.40,No,1.0,50.99,"Arlington Heights, Illinois",54.75,2023-12-23,2023-12-29,2023-12-29,2023-12-26,No Feedback,USPS Ground Advantage,No
15863,sonofgod333,United States,Phoenix,AZ,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-S-P-L2-60.00,No,1.0,85.99,"Arlington Heights, Illinois",93.39,2023-12-23,2023-12-29,2023-12-29,2023-12-26,positive,USPS Ground Advantage,No
15862,shahzad9754,United States,Mason,OH,133545957886,Natural Duraflame Fire Logs 6 Lb - Case of 9,041137009078-C-P-L1-32.99,No,3.0,65.99,"Arlington Heights, Illinois",211.33,2023-12-23,2023-12-29,2023-12-29,2023-12-26,No Feedback,USPS Ground Advantage,No
15861,dr.-don,United States,Tyler,TX,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-S-P-L2-60.00,No,1.0,85.99,"Arlington Heights, Illinois",93.08,2023-12-23,2024-01-02,2024-01-02,2023-12-26,positive,USPS Ground Advantage,No
15860,alus736,United States,Long Beach,CA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking🔥🔥 FREE SHIPPING",014045324236-S-P-L2-30.00,No,1.0,50.99,"Arlington Heights, Illinois",56.22,2023-12-22,2024-01-02,2024-01-02,2023-12-26,No Feedback,USPS Ground Advantage,No
15859,mro_mar_jzelqflx2d,United States,Clayton,MI,133188555590," Spunkmeyer Muffins/10 Blueberry/10 Banana Nut/10 Chocolate Chip, 4 oz (Pack 30",091752151010-S-P-L1-24.96,No,1.0,42.99,"Arlington Heights, Illinois",42.99,2023-12-22,2023-12-29,2023-12-29,2023-12-26,positive,USPS Priority Mail Flat Rate Envelope,No
15858,ahmadkar_19,United States,Sacramento,CA,134047804145,Bioblas Hair Loss Garlic Shampoo for Men and Women ...[1],8680512628590,No,1.0,11.85,"Schaumburg, Illinois",12.77,2023-12-22,2024-01-02,2024-01-02,2023-12-26,No Feedback,USPS Priority Mail,No
